name,avg_yearly_rainfall ,geology ,hydrologic_soil_group ,parent_material ,seedling_mortalityl ,soil_drainage_class ,soil_hydric_rating_class ,soil_surface_texture ,surficial_geology ,type_disturbance ,understory_density_class ,vegetation ,wetlands ,years_since_fire ,air_flow_height ,aspect ,available_watersupply_at_100cm ,available_watersupply_at_150cm ,available_watersupply_at_25cm ,available_watersupply_at_50cm ,convergence_index ,convexity ,cross_sectional_curvature ,diffuse_solar_radiation ,direct_duration_solar_radiation ,direct_solar_radiation ,elevation ,general_curvature ,longitudinal_curvature ,ls_factor ,maximal_curvature ,melton_ruggedness_index ,mid_slope_position ,minimal_curvature ,multi_resolution_valley_bottom_flatness ,negative_openness ,normalized_height ,percent_organic_matter ,plan_curvature ,positive_openness ,potential_solar_radiation ,precip_frequency ,prism_tmax_30year ,prism_tmean_30year ,prism_tmin_30year ,sky_view_factor ,slope ,slope_height ,standardized_height ,tangential_curvature ,terrain_view_factor ,topographic_ruggedness_index ,topographic_wetness_index ,total_curvature ,valley_depth ,visible_sky ,wind_effect ,wind_exposition_index ,concavity 
Acronicta_superans,4.73386,25.30979,0.88465,27.09869,0.12044,0.64253,0.04481,1.10671,2.72373,0.01802,2.80648,3.6565,0,1.00626,0,0.92009,0.00617,0.05287,0.0051,0.04743,1.64573,0.51045,0.07816,5.07161,0,0,0,0.20153,0.00623,0.3193,0.00082,0.02758,0.79422,0.01676,0,0.24411,0.00701,4.4279,0.05767,0.42194,0.19004,0.22883,0.65314,0.01999,0.05468,0.21511,0.48055,2.98168,0.00193,0.0399,0.13043,5.20544,0.64516,1.19734,0.94929,0.56796,0.38792,0.28707,0.74834
Actaea_pachypoda,7.89486,15.21581,0.00536,4.32693,2.17892,1.88913,0.17624,1.59432,3.30804,1.02724,1.80815,9.66453,0.41333,4.09478,1.12582,1.54088,0.16145,0.20832,0.43579,0.6786,0.93396,0.77699,0.33253,0.90641,5.41393,0.29731,0.14342,0.33386,1.62582,0.11714,0.13862,0.48196,0.3983,0.04948,0,1.45618,0.18847,3.61939,0.12626,0.57792,6.97592,4.22209,0.66499,1.56548,0.65169,0.02163,0.9058,1.51775,0.20693,0.105,0.03764,0.18402,1.02654,0.30586,0.76191,0.64924,1.9043,2.15103,0.47578
Actias_luna,9.39246,11.95015,2.36844,2.66649,2.44341,0.49662,2.21284,6.37184,14.22508,0.08997,1.02911,7.1473,2.35539,0.64532,0,1.52572,0,0.04198,0.02631,0.00942,0.15002,0,0.20629,0.10427,0.02868,0.0049,0,0,0,0.16137,0.01747,0.2206,0.18176,0.80351,0,0.17552,0.1176,1.02973,0.00074,0.84047,0.15704,0.39116,1.405,0,0.90936,0.08631,0.91439,0.26311,9.39066,0,0.00943,16.02731,0.44981,0.51879,0.25287,0.03495,0.06183,0.0872,0
Adiantum_pedatum,2.25847,2.50841,0.46464,2.54874,0.01327,0.09289,0.05202,0.31826,3.35963,0.47478,2.00707,6.58271,0,2.17699,0.3785,2.27734,0.0102,0.02633,0.01946,0.00434,0.08302,0.16281,0.1178,7.06942,4.49326,1.27891,18.65016,0.01922,0.09749,0.26158,0.0397,0.95193,0.19403,0.35935,0,0.94946,0.1878,3.60214,0.16931,0.47249,11.74051,3.44973,1.35318,2.46413,0.97402,0.20985,0.9868,0.14898,0.12533,0.32292,0.18565,0.35665,0.17721,0.34045,0.3378,0.37514,7.32669,4.13919,0.2518
Aesculus_flava,1.47755,4.81682,0.20281,7.22095,2.92213,0.2733,0.01859,0.96484,5.52228,0.75292,3.35085,16.78422,0.09582,2.22727,2.50217,2.81132,0.15562,0.23791,0.14572,0.80573,0.07783,0.22657,0.02935,11.05558,2.12231,0.19573,0.94339,1.22291,0.11698,0.08352,0.6655,0.14929,2.64998,0.18347,0,2.18821,1.43486,2.88928,0.17926,3.31872,0.43722,2.43636,1.39334,2.07102,0.97494,0.11161,0.1224,0.79912,0.33132,0.13289,0.09632,0.24748,0.17394,0.44896,0.64226,4.57507,1.01835,0.86857,0.09737
Aethalura_intertexta,9.85989,8.18331,0.14878,9.05547,0.29151,0.90032,0.27388,7.24166,10.31445,0.09926,2.75378,9.65721,2.29115,0.66843,0,0.00527,0,0.03442,0.0127,0.04191,0.12255,0.03907,0.46005,0.29709,0.4311,0.00801,0.00061,0.00938,0.00478,0.05836,0.0093,0.21932,0.52578,0.4385,0,1.47839,0.03797,0.01224,0.003,0.07705,1.59128,0,2.19928,0.08696,0.76268,0.06661,0.57175,2.86435,1.61548,0.53295,0.00743,17.81293,0.00275,0.37103,2.67663,0.85934,1.57786,0,0.33471
Agelaius_phoeniceus,7.42192,16.10112,2.35094,2.21601,1.64438,0.10063,0.30682,17.66319,0.94106,0.1944,9.56859,24.82185,0,1.1221,0,0.5563,0,0,0.01077,1.07738,0.02475,0,1.43661,0.03769,2.41609,0.07044,0.32225,0.0724,0.81522,0.00624,0.0115,0.0285,0.05112,0.03861,0,0.23566,0.01098,0.46912,0,0.01283,0.05259,0.49168,0.3937,0.5845,0.91508,0.7262,0.03892,0.20076,1.38926,0.0345,0.61749,0.01513,0.01691,1.33143,0.49925,0.10675,0.40306,0.01894,0.00634
Ageratina_altissima_v_altissima,2.31267,13.63879,0.04133,7.8807,0.02539,0.15102,0.05907,0.22534,2.06834,0.15282,8.66311,13.83883,0,2.97363,0.23669,0.6301,0.53546,0.04069,0.02743,0.00356,0.07701,0.6202,0.17031,0.4907,0.45929,0.06391,0.92626,0.51749,0.67438,0.10551,0.86771,0.43297,0.92165,0.10065,0,0.43578,0.19335,1.65917,0.11793,3.64348,0.01017,8.37624,3.05871,2.0354,8.07164,0.25646,0.74791,0.51293,0.21196,0.02145,0.30409,0.67532,0.68652,1.27044,0.46669,4.86947,0.88119,0.57335,0.98734
Ageratina_altissima_v_roanensis,12.64619,27.99149,0.00053,3.15845,0.60355,0,0.29107,1.80167,1.77534,0.14249,6.96619,7.71925,0.76676,2.20975,0.24479,0.70735,0.03388,0.27554,0.02412,0,0.12545,0.00227,0.03024,8.61127,0.35424,0.00147,2.033,0.02045,0.00857,0.05727,0.00508,0.0622,1.34015,0.02968,0,0.44172,0.26466,1.4464,0,4.17026,0.12787,0.71813,0.0574,0.18526,1.03222,1.05282,0.25417,0.12683,2.57905,0.01045,0.06475,0.04456,0.23474,0.53539,1.36093,2.39475,0.81188,2.04444,0.00147
Agkistrodon_contortrix_mokasen,1.28906,4.36808,0.33156,5.47968,1.69335,0.08181,0.03184,1.45058,27.51712,0.17616,1.23906,4.07988,0.47346,0.78068,21.5784,0.4961,0.00907,4.75884,0.03616,0.00352,0.17877,0.69959,0.32187,0.022,0.12543,0.0389,11.44665,0.11978,0.02711,0.06666,0.27887,0.36388,0.28558,0.0987,0,0.61619,0.16631,0.10503,0.01956,0.37933,0.04886,1.16104,0.24864,0.38197,0.297,0.01421,0.74828,0.58586,0.26747,0.23281,0.14936,0.85245,0.18268,0.32007,0.18696,0.78551,0.12504,0.32275,1.85435
Agnorisma_badinodis,5.18732,11.54292,0.00076,9.77889,7.27732,1.25296,0.01614,8.48434,10.02018,0.06032,2.54364,6.91682,2.51473,0,0,0.03253,0.00344,0.57939,0.01057,0,0.23221,0.02653,0,0.65657,0.00715,0.3316,0.12855,0.00239,0.01843,0.06156,0.08286,0.54335,0.13066,0.06394,0,1.03632,0.02824,0.90796,0,0.28963,1.97008,0.04649,0.13122,0,0,0,1.29285,0.19372,0.01396,0,0,22.55677,0.26562,0.40506,2.16613,0.00329,0.17408,0.01052,0
Agrostis_perennans,9.06054,14.55962,0.03288,14.3361,0.12791,1.3605,0.07305,0.76754,1.30519,0.15924,8.75347,6.56114,4.05447,1.39238,0,2.5458,0.16766,0.0864,0,0,0.05736,0.0563,0.01128,0.74152,1.10985,0.02594,0.00692,0.03715,0.14422,0.07382,0.16014,0.08802,0.77323,0.01524,0,0.64376,1.04184,1.6297,0,17.23638,0,0.10896,0.98453,0,0.10702,0.90958,1.32953,0.56265,0.77418,0.15576,0.11249,0,0.10589,0.96606,0.32565,1.69909,1.42379,1.22313,0.01504
Agrotis_ipsilon,4.91225,9.24908,0.2853,13.41606,1.92647,0.34482,0.89751,11.41816,10.21366,0.74438,1.61637,10.63303,2.07739,0.02605,0.7874,0.2315,0.03949,0.05028,0,0.01171,0.28378,0.29557,0,0.07266,0,0,0.07936,0.06645,0.02147,0.11897,0,0.46885,0.24466,0.06947,0,0.64951,0.04166,3.15658,0,0.0054,0.03014,0.0024,0.03095,0,0.05373,0.05258,1.41956,0.20832,0.33739,0.0511,0.02136,21.24361,0.004,0.18063,0.90391,0.02954,0.10086,0.05543,0.81925
Allotria_elonympha,11.00679,9.08232,0.61937,3.73252,2.19307,1.56025,1.9894,4.49141,18.3873,0.08514,1.12312,5.94751,1.8218,3.8109,0.24214,1.39444,0,1.10704,0.00168,0,0.30385,0,0.2632,0.29137,0.24822,0,0,0.03293,0.00442,0.66177,0.51376,0.36553,0.5905,0.00424,0,0.59021,0.36984,2.48147,0,0.57407,2.14043,0.31891,1.36433,0,1.24111,0.03508,0.67024,0.20266,0.02301,0,0,14.78301,0.77022,0.39052,0.66362,1.04468,0.04706,0.41346,0
Alnus_serrulata,1.69641,5.06965,0.9446,2.65438,4.89175,1.7211,0.31595,0.87464,3.7983,0.10937,1.30578,5.72922,1.08827,1.30716,1.76907,1.52871,0.00298,0.0029,0.00177,0.08891,0.04932,0.03632,0.03648,0.07705,0.8855,0.08176,1.8631,0.00254,0.00119,0.07439,0.0199,0.12387,0.26234,0.06905,0,0.7657,0.77199,3.82476,0.07759,0.13483,0.07832,0.0778,34.40738,1.22185,1.71152,0.01172,0.12656,0.3501,13.33383,0.013,0,0.01271,0.32282,0.24125,0.15303,0.11493,2.15585,1.35842,0.25045
Ambloplites_rupestris,1.15457,13.49755,0.45803,0.87456,0.58054,0.32739,0.34058,1.79626,2.39316,0.18587,0.90327,4.24603,0,0.82642,2.68584,0.39231,0,0.01644,0,0.04804,1.01279,0.12797,0.00356,0.13546,0.94644,0.11309,10.69018,0,0.26041,0.3108,0.08897,0.1074,0.2685,0.00979,0,2.76792,0.17636,0.02092,0.28282,0.69648,0.65615,0.25116,38.34606,1.81482,3.55271,0.03209,0.73883,0.27072,1.98215,0.02851,0,0.01543,0.15156,1.39832,0.8741,0.09958,0.71967,0.18733,0.1341
Amblyopone_pallipes,5.61067,17.34085,0.11391,9.06652,0.05545,5.53421,0.03438,0.31342,3.81758,0.38262,3.33713,7.02511,0,2.18516,0,5.19418,0.13976,0.05535,0.10851,0,0.01207,0.09497,0.0266,0.22768,0.01365,0,0.51362,0,1.30682,0.07022,0.11729,1.58608,0.99608,0.37175,0,17.82683,0.71343,0.5456,0,0.06758,0.01291,0.20058,0.05629,0,0.0057,0.00505,1.21798,4.69283,0.3101,0.03901,0.01049,0.65368,0.03399,0.65544,2.61708,0.2059,0.11949,0,4.35834
Ambrosia_artemisiifolia,7.50665,4.92249,1.5707,6.77725,2.22385,4.7804,0.98664,2.51764,0.74824,0.10019,3.72706,17.91521,0,3.21621,0,2.711,0,0,0,0.002,0.09241,1.03886,0.01181,0.64201,0.89868,0.16169,0.15157,0.04532,0.53394,0.02617,0.29482,0.62296,0.38065,0.11247,0,0.32272,0.01117,0.75144,0.04335,0,0.08813,0.07181,17.9162,0.31774,12.4908,0.01201,0.11941,0.19276,0.13214,0.03127,0,0.0909,0.10263,1.2591,0.29866,0.08343,0.62536,0.1842,0.13598
Amelanchier_arborea,3.62331,10.81627,0.10042,5.76927,0.04364,0.5079,0.22163,1.36418,4.56603,0.02811,1.44333,9.67872,0,6.66544,1.85017,1.53308,0.2576,0.30387,0.23058,0.02631,0.26598,0.54834,0.00538,16.87051,1.25588,0.02736,0.26657,0.35257,0.68303,0.10439,0.065,0.19791,0.76857,0.6981,0,2.18919,0.30222,2.44789,0.14962,0.2071,0.60905,2.8252,0.35961,0.96764,2.64671,0.19356,6.39907,0.486,0.98067,0.41347,0.2422,1.58707,0.11958,2.15187,1.02387,0.80946,0.84075,0.44708,0.46159
Amelanchier_laevis,2.19036,9.73105,0.07681,2.21789,0.8021,0.34614,0.0609,0.29364,0.07135,0.11386,2.82815,3.68808,0.11226,1.76045,1.01504,0.54252,0.13863,0.11001,0.07777,0.00195,0.23391,0.05754,0.40013,29.98271,0.7167,0.6775,1.92406,0.20868,0.12389,0.06405,0.54088,0.28538,0.84018,0.36659,0,0.44969,0.6416,2.80749,0.27952,0.82319,1.70504,5.24393,0.90189,0.90043,0.19423,0.6115,0.3881,1.2842,3.49157,0.80864,0.23963,0.12908,0.3814,0.82328,0.71423,0.53801,1.34156,12.66301,0.03771
Ameletus_cryptostimulus,8.30405,10.92579,0.11012,3.71656,0.17544,0.00476,0.14708,3.48443,2.20817,2.68249,4.09028,9.40102,0,0.30164,0,2.77655,0.00841,0,0,0,0.90254,1.11412,0.18473,0.13945,14.12246,0.75535,0.0771,0.01782,0.97962,0.2407,0.02543,0.73129,0.97811,0.27456,0,1.49766,1.60268,3.47562,0.00692,1.23116,1.1741,1.53979,0.00931,0,0,0.01133,7.59342,0.64236,0.91057,0.13904,0,0.16201,0.19193,5.09774,1.52484,1.59416,0.3924,0.51685,1.80602
Amorbia_humerosana,2.86738,31.64625,0.18876,13.40841,0.22384,0.20279,0.02995,2.94933,7.62312,0.08391,2.2352,5.59432,2.4739,2.51206,0.05754,0.13232,0.00296,0.11596,0,0,0.15418,0.00095,0.09596,0.38189,0.01506,0.00069,0,0.11088,1.00322,0.03981,0.02139,0.06655,0.42575,0.30081,0,4.31655,0.1446,2.64465,0.0002,0.04944,0.06338,0.16643,0,0.0488,0.10551,0.28202,0.27801,0.72357,0.0008,1.38711,0.26702,6.55834,3.6423,3.10751,0.03473,0.06116,0.82209,0.33062,0
Amphicarpaea_bracteata,2.357,8.51482,0.03029,3.37991,0.8674,1.9745,0.00756,1.77757,4.38142,0.03445,4.90104,9.79323,0.01772,4.9015,0.77339,1.27002,0.14837,1.11455,0.00272,0,0.66785,0.32894,0.78885,0.5338,0.30304,0.03498,0.38091,0.25956,0.0566,0.17016,0.16059,0.61965,0.53252,0.4014,0,0.61463,0.08798,5.18548,0.09984,0.82622,0.04318,4.56313,0.94937,15.76785,9.34992,0.04938,0.65123,0.42005,1.54938,0.01203,0.13597,1.5583,0.07392,0.4776,0.60229,1.33339,0.40138,3.56505,0.19618
